Date,Year,Month,Channel,Data_Source,Campaign_Name,Impressions,Clicks,CTR,Spend,CPC,Conversions,CVR,Revenue,ROAS
2023-07-02,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,32266,298,0.009236,308.53,1.0353,5,0.016779,361.02,1.17
2023-07-02,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,25448,268,0.010531,241.22,0.9001,5,0.018657,370.72,1.54
2023-07-02,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,29977,233,0.007773,295.71,1.2691,5,0.021459,379.94,1.28
2023-07-02,2023,7,Organic,Google Search Console,SEO_Organic_Blog,31622,519,0.016413,0.0,0.0,10,0.019268,954.52,
2023-07-02,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,34699,856,0.024669,0.0,0.0,18,0.021028,1497.64,
2023-07-02,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,52337,1196,0.022852,0.0,0.0,20,0.016722,1609.45,
2023-07-02,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,26678,464,0.017393,0.0,0.0,10,0.021552,946.97,
2023-07-03,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,55155,68,0.001233,25.19,0.3704,0,0.0,0.0,0.0
2023-07-03,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,25892,35,0.001352,19.91,0.5689,0,0.0,0.0,0.0
2023-07-03,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,32905,32,0.000972,15.22,0.4757,0,0.0,0.0,0.0
2023-07-03,2023,7,Programmatic,StackAdapt,SA_Video_Intent,33464,59,0.001763,25.68,0.4353,0,0.0,0.0,0.0
2023-07-03,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,37252,1569,0.042119,4182.4,2.6656,103,0.065647,9217.19,2.2
2023-07-03,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,41919,1423,0.033946,3521.65,2.4748,47,0.033029,3046.06,0.86
2023-07-03,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,40279,2295,0.056978,5774.89,2.5163,68,0.02963,5274.08,0.91
2023-07-03,2023,7,Paid Search,Bing Ads,BG_Search_Brand,40832,1607,0.039356,2656.95,1.6534,68,0.042315,6467.72,2.43
2023-07-03,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,31477,1284,0.040792,2794.82,2.1767,25,0.01947,2287.98,0.82
2023-07-03,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,36332,428,0.01178,376.3,0.8792,8,0.018692,477.21,1.27
2023-07-03,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,34730,510,0.014685,371.21,0.7279,14,0.027451,1057.55,2.85
2023-07-03,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,67415,988,0.014655,1220.93,1.2358,27,0.027328,1957.74,1.6
2023-07-03,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,31294,208,0.006647,288.04,1.3848,4,0.019231,264.09,0.92
2023-07-03,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,58315,893,0.015313,1146.75,1.2842,12,0.013438,997.16,0.87
2023-07-03,2023,7,Organic,Google Search Console,SEO_Organic_Blog,36336,1225,0.033713,0.0,0.0,20,0.016327,1783.77,
2023-07-03,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,34929,853,0.024421,0.0,0.0,11,0.012896,1004.68,
2023-07-03,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,65696,2410,0.036684,0.0,0.0,43,0.017842,3696.81,
2023-07-03,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,60615,1684,0.027782,0.0,0.0,32,0.019002,2055.14,
2023-07-04,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,43429,44,0.001013,12.64,0.2874,0,0.0,0.0,0.0
2023-07-04,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,21240,23,0.001083,10.82,0.4706,0,0.0,0.0,0.0
2023-07-04,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,34336,42,0.001223,22.17,0.5278,0,0.0,0.0,0.0
2023-07-04,2023,7,Programmatic,StackAdapt,SA_Video_Intent,47855,43,0.000899,13.79,0.3208,0,0.0,0.0,0.0
2023-07-04,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,30491,1315,0.043127,3232.84,2.4584,59,0.044867,3880.72,1.2
2023-07-04,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,38524,1796,0.04662,3606.14,2.0079,79,0.043987,6242.0,1.73
2023-07-04,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,29000,1207,0.041621,2868.03,2.3762,39,0.032312,3472.85,1.21
2023-07-04,2023,7,Paid Search,Bing Ads,BG_Search_Brand,41989,1764,0.042011,4232.36,2.3993,99,0.056122,8055.08,1.9
2023-07-04,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,43889,1807,0.041172,3629.88,2.0088,28,0.015495,1971.19,0.54
2023-07-04,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,39336,428,0.010881,398.2,0.9304,10,0.023364,775.41,1.95
2023-07-04,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,44203,507,0.01147,532.76,1.0508,10,0.019724,852.4,1.6
2023-07-04,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,40604,524,0.012905,619.41,1.1821,12,0.022901,960.9,1.55
2023-07-04,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,35285,498,0.014114,613.14,1.2312,7,0.014056,445.51,0.73
2023-07-04,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,77607,996,0.012834,877.33,0.8809,17,0.017068,1408.53,1.61
2023-07-04,2023,7,Organic,Google Search Console,SEO_Organic_Blog,59592,1178,0.019768,0.0,0.0,23,0.019525,2054.36,
2023-07-04,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,58043,1690,0.029116,0.0,0.0,29,0.01716,2524.11,
2023-07-04,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,73533,1750,0.023799,0.0,0.0,34,0.019429,3108.51,
2023-07-04,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,49870,844,0.016924,0.0,0.0,16,0.018957,2003.91,
2023-07-05,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,44470,56,0.001259,13.82,0.2468,0,0.0,0.0,0.0
2023-07-05,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,34871,73,0.002093,55.6,0.7616,1,0.013699,87.19,1.57
2023-07-05,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,29151,39,0.001338,19.84,0.5086,0,0.0,0.0,0.0
2023-07-05,2023,7,Programmatic,StackAdapt,SA_Video_Intent,30870,63,0.002041,29.54,0.4689,1,0.015873,113.68,3.85
2023-07-05,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,21848,205,0.009383,411.48,2.0072,16,0.078049,1122.64,2.73
2023-07-05,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,30956,642,0.020739,1617.53,2.5195,24,0.037383,1950.23,1.21
2023-07-05,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,33794,1949,0.057673,4568.27,2.3439,59,0.030272,5093.77,1.12
2023-07-05,2023,7,Paid Search,Bing Ads,BG_Search_Brand,35905,1175,0.032725,2177.79,1.8534,57,0.048511,5884.74,2.7
2023-07-05,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,35452,2186,0.061661,7062.87,3.231,62,0.028362,4140.92,0.59
2023-07-05,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,17869,270,0.01511,252.11,0.9337,4,0.014815,261.27,1.04
2023-07-05,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,45130,392,0.008686,434.19,1.1076,11,0.028061,793.2,1.83
2023-07-05,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,33893,425,0.012539,521.08,1.2261,9,0.021176,863.57,1.66
2023-07-05,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,28239,221,0.007826,166.73,0.7544,5,0.022624,441.81,2.65
2023-07-05,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,42567,529,0.012427,709.06,1.3404,11,0.020794,1069.52,1.51
2023-07-05,2023,7,Organic,Google Search Console,SEO_Organic_Blog,34021,482,0.014168,0.0,0.0,9,0.018672,607.65,
2023-07-05,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,52088,1756,0.033712,0.0,0.0,33,0.018793,2345.69,
2023-07-05,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,52680,866,0.016439,0.0,0.0,16,0.018476,1492.72,
2023-07-05,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,40961,1405,0.034301,0.0,0.0,18,0.012811,1717.78,
2023-07-06,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,43332,95,0.002192,29.81,0.3137,1,0.010526,93.87,3.15
2023-07-06,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,28212,49,0.001737,26.62,0.5432,1,0.020408,107.72,4.05
2023-07-06,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,34015,57,0.001676,26.82,0.4706,0,0.0,0.0,0.0
2023-07-06,2023,7,Programmatic,StackAdapt,SA_Video_Intent,33697,39,0.001157,20.1,0.5154,0,0.0,0.0,0.0
2023-07-06,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,34178,1070,0.031307,2520.45,2.3556,57,0.053271,5060.62,2.01
2023-07-06,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,32225,1765,0.054771,5428.01,3.0754,71,0.040227,6666.28,1.23
2023-07-06,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,33204,1650,0.049693,5444.32,3.2996,61,0.03697,4327.86,0.79
2023-07-06,2023,7,Paid Search,Bing Ads,BG_Search_Brand,56436,2048,0.036289,6187.68,3.0213,99,0.04834,8925.47,1.44
2023-07-06,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,31592,796,0.025196,1424.76,1.7899,27,0.03392,2298.02,1.61
2023-07-06,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,23841,269,0.011283,240.58,0.8943,5,0.018587,487.0,2.02
2023-07-06,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,29894,278,0.0093,305.92,1.1004,10,0.035971,925.8,3.03
2023-07-06,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,34526,403,0.011672,572.52,1.4206,11,0.027295,1016.05,1.77
2023-07-06,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,32684,545,0.016675,549.07,1.0075,15,0.027523,934.84,1.7
2023-07-06,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,36482,543,0.014884,395.62,0.7286,7,0.012891,675.04,1.71
2023-07-06,2023,7,Organic,Google Search Console,SEO_Organic_Blog,29477,673,0.022831,0.0,0.0,12,0.017831,1031.34,
2023-07-06,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,43222,802,0.018555,0.0,0.0,9,0.011222,623.91,
2023-07-06,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,83157,1043,0.012543,0.0,0.0,17,0.016299,996.65,
2023-07-06,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,41386,576,0.013918,0.0,0.0,11,0.019097,851.83,
2023-07-07,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,33606,39,0.001161,18.38,0.4712,0,0.0,0.0,0.0
2023-07-07,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,44180,79,0.001788,31.34,0.3968,1,0.012658,59.26,1.89
2023-07-07,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,20752,25,0.001205,6.85,0.2739,0,0.0,0.0,0.0
2023-07-07,2023,7,Programmatic,StackAdapt,SA_Video_Intent,44713,68,0.001521,25.85,0.3802,0,0.0,0.0,0.0
2023-07-07,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,32447,1773,0.054643,4296.15,2.4231,86,0.048505,8313.16,1.94
2023-07-07,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,46796,2926,0.062527,5955.72,2.0354,107,0.036569,9860.43,1.66
2023-07-07,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,39470,1601,0.040562,3883.98,2.426,63,0.03935,5320.51,1.37
2023-07-07,2023,7,Paid Search,Bing Ads,BG_Search_Brand,34643,2191,0.063245,4381.92,2.0,164,0.074852,11707.85,2.67
2023-07-07,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,33198,936,0.028194,2492.3,2.6627,28,0.029915,2448.23,0.98
2023-07-07,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,44580,941,0.021108,1459.88,1.5514,17,0.018066,1226.0,0.84
2023-07-07,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,42108,523,0.01242,513.03,0.9809,20,0.038241,2181.01,4.25
2023-07-07,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,32567,452,0.013879,281.0,0.6217,12,0.026549,835.57,2.97
2023-07-07,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,26950,266,0.00987,317.58,1.1939,6,0.022556,533.41,1.68
2023-07-07,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,44535,499,0.011205,496.46,0.9949,10,0.02004,642.55,1.29
2023-07-07,2023,7,Organic,Google Search Console,SEO_Organic_Blog,36979,897,0.024257,0.0,0.0,16,0.017837,1403.8,
2023-07-07,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,50904,827,0.016246,0.0,0.0,12,0.01451,1322.08,
2023-07-07,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,61693,1636,0.026518,0.0,0.0,23,0.014059,1714.18,
2023-07-07,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,51880,2066,0.039823,0.0,0.0,48,0.023233,4305.88,
2023-07-08,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,35151,79,0.002247,36.72,0.4648,0,0.0,0.0,0.0
2023-07-08,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,16867,24,0.001423,7.36,0.3065,0,0.0,0.0,0.0
2023-07-08,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,26616,40,0.001503,16.36,0.4091,0,0.0,0.0,0.0
2023-07-08,2023,7,Programmatic,StackAdapt,SA_Video_Intent,42915,41,0.000955,14.81,0.3613,0,0.0,0.0,0.0
2023-07-08,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,25965,1378,0.053071,3570.35,2.591,65,0.04717,5202.68,1.46
2023-07-08,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,49428,1347,0.027252,3353.5,2.4896,73,0.054195,6033.92,1.8
2023-07-08,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,30287,1593,0.052597,3061.34,1.9217,29,0.018205,1995.02,0.65
2023-07-08,2023,7,Paid Search,Bing Ads,BG_Search_Brand,46563,714,0.015334,1432.71,2.0066,29,0.040616,2165.57,1.51
2023-07-08,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,33469,1783,0.053273,4152.64,2.329,63,0.035334,4933.69,1.19
2023-07-08,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,19613,236,0.012033,235.14,0.9964,6,0.025424,584.23,2.48
2023-07-08,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,36311,456,0.012558,562.28,1.2331,16,0.035088,1734.87,3.09
2023-07-08,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,36190,464,0.012821,618.39,1.3327,12,0.025862,893.21,1.44
2023-07-08,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,22580,106,0.004694,112.36,1.06,2,0.018868,166.55,1.48
2023-07-08,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,63648,836,0.013135,1138.92,1.3623,14,0.016746,1096.97,0.96
2023-07-08,2023,7,Organic,Google Search Console,SEO_Organic_Blog,39402,845,0.021446,0.0,0.0,15,0.017751,1222.72,
2023-07-08,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,36622,815,0.022254,0.0,0.0,6,0.007362,692.2,
2023-07-08,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,21150,445,0.02104,0.0,0.0,6,0.013483,405.0,
2023-07-08,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,43601,1540,0.03532,0.0,0.0,19,0.012338,1769.41,
2023-07-09,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,49197,79,0.001606,38.0,0.481,1,0.012658,84.88,2.23
2023-07-09,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,14625,28,0.001915,13.4,0.4785,0,0.0,0.0,0.0
2023-07-09,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,33329,31,0.00093,16.32,0.5265,0,0.0,0.0,0.0
2023-07-09,2023,7,Programmatic,StackAdapt,SA_Video_Intent,27287,56,0.002052,21.53,0.3845,0,0.0,0.0,0.0
2023-07-09,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,20913,1031,0.049299,3404.29,3.3019,58,0.056256,4331.24,1.27
2023-07-09,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,29974,1351,0.045072,3398.29,2.5154,71,0.052554,7990.87,2.35
2023-07-09,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,31378,1791,0.057078,3665.68,2.0467,21,0.011725,1729.71,0.47
2023-07-09,2023,7,Paid Search,Bing Ads,BG_Search_Brand,17799,1000,0.056183,2161.19,2.1612,62,0.062,4087.62,1.89
2023-07-09,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,32707,1743,0.053291,1746.32,1.0019,55,0.031555,3192.92,1.83
2023-07-09,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,26340,422,0.016021,585.91,1.3884,8,0.018957,687.66,1.17
2023-07-09,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,36696,621,0.016923,578.77,0.932,14,0.022544,1119.26,1.93
2023-07-09,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,29538,394,0.013339,346.47,0.8794,6,0.015228,631.97,1.82
2023-07-09,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,22530,321,0.014248,306.89,0.956,6,0.018692,465.6,1.52
2023-07-09,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,28355,406,0.014318,515.34,1.2693,9,0.022167,381.85,0.74
2023-07-09,2023,7,Organic,Google Search Console,SEO_Organic_Blog,31604,949,0.030028,0.0,0.0,11,0.011591,1043.86,
2023-07-09,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,43648,572,0.013105,0.0,0.0,12,0.020979,761.86,
2023-07-09,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,49234,1446,0.02937,0.0,0.0,32,0.02213,2127.3,
2023-07-09,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,20195,213,0.010547,0.0,0.0,5,0.023474,500.67,
2023-07-10,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,36308,65,0.00179,46.07,0.7087,1,0.015385,77.02,1.67
2023-07-10,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,24243,25,0.001031,13.09,0.5236,0,0.0,0.0,0.0
2023-07-10,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,38661,84,0.002173,23.49,0.2796,0,0.0,0.0,0.0
2023-07-10,2023,7,Programmatic,StackAdapt,SA_Video_Intent,26275,42,0.001598,13.21,0.3145,0,0.0,0.0,0.0
2023-07-10,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,30975,1649,0.053236,3473.65,2.1065,79,0.047908,7076.9,2.04
2023-07-10,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,24637,514,0.020863,1725.26,3.3565,14,0.027237,1142.85,0.66
2023-07-10,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,30722,1721,0.056018,4435.47,2.5773,54,0.031377,4873.28,1.1
2023-07-10,2023,7,Paid Search,Bing Ads,BG_Search_Brand,51365,2493,0.048535,5658.41,2.2697,129,0.051745,9501.71,1.68
2023-07-10,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,49525,3113,0.062857,10754.75,3.4548,95,0.030517,8137.11,0.76
2023-07-10,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,35724,400,0.011197,389.21,0.973,10,0.025,864.88,2.22
2023-07-10,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,47381,610,0.012874,688.44,1.1286,15,0.02459,1209.23,1.76
2023-07-10,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,41501,505,0.012168,558.84,1.1066,10,0.019802,622.69,1.11
2023-07-10,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,38432,517,0.013452,696.31,1.3468,10,0.019342,795.47,1.14
2023-07-10,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,68277,831,0.012171,903.27,1.087,11,0.013237,1195.73,1.32
2023-07-10,2023,7,Organic,Google Search Console,SEO_Organic_Blog,43441,1066,0.024539,0.0,0.0,16,0.015009,1231.05,
2023-07-10,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,61994,1775,0.028632,0.0,0.0,36,0.020282,3398.48,
2023-07-10,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,68090,993,0.014584,0.0,0.0,19,0.019134,1946.1,
2023-07-10,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,46896,911,0.019426,0.0,0.0,26,0.02854,2464.33,
2023-07-11,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,36141,23,0.000636,8.39,0.3647,0,0.0,0.0,0.0
2023-07-11,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,23499,48,0.002043,16.49,0.3435,0,0.0,0.0,0.0
2023-07-11,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,25537,49,0.001919,29.95,0.6112,0,0.0,0.0,0.0
2023-07-11,2023,7,Programmatic,StackAdapt,SA_Video_Intent,38101,28,0.000735,15.95,0.5698,0,0.0,0.0,0.0
2023-07-11,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,38329,1336,0.034856,2926.55,2.1905,50,0.037425,5588.77,1.91
2023-07-11,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,33891,1551,0.045764,5037.88,3.2481,99,0.06383,9253.09,1.84
2023-07-11,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,52976,2073,0.039131,4876.18,2.3522,30,0.014472,2772.11,0.57
2023-07-11,2023,7,Paid Search,Bing Ads,BG_Search_Brand,28010,1310,0.046769,2656.14,2.0276,78,0.059542,8342.69,3.14
2023-07-11,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,47560,1140,0.02397,2582.8,2.2656,47,0.041228,4086.62,1.58
2023-07-11,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,21853,188,0.008603,182.11,0.9686,5,0.026596,297.32,1.63
2023-07-11,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,32400,257,0.007932,270.75,1.0535,10,0.038911,962.36,3.55
2023-07-11,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,41565,481,0.011572,304.07,0.6322,12,0.024948,1046.66,3.44
2023-07-11,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,30204,256,0.008476,291.0,1.1367,4,0.015625,400.66,1.38
2023-07-11,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,45340,337,0.007433,292.06,0.8667,8,0.023739,582.93,2.0
2023-07-11,2023,7,Organic,Google Search Console,SEO_Organic_Blog,39342,1022,0.025977,0.0,0.0,17,0.016634,1686.15,
2023-07-11,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,58037,1940,0.033427,0.0,0.0,25,0.012887,2197.66,
2023-07-11,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,56563,1429,0.025264,0.0,0.0,23,0.016095,1841.91,
2023-07-11,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,38345,1273,0.033199,0.0,0.0,21,0.016496,2070.42,
2023-07-12,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,53350,85,0.001593,37.92,0.4461,1,0.011765,85.93,2.27
2023-07-12,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,32179,54,0.001678,22.48,0.4162,1,0.018519,84.92,3.78
2023-07-12,2023,7,Programmatic,StackAdapt,SA_Native_Awareness,34590,55,0.00159,31.52,0.5731,0,0.0,0.0,0.0
2023-07-12,2023,7,Programmatic,StackAdapt,SA_Video_Intent,32255,61,0.001891,25.89,0.4244,0,0.0,0.0,0.0
2023-07-12,2023,7,Paid Search,Google Ads,GG_Search_Brand_Core,32908,2005,0.060927,5099.44,2.5434,55,0.027431,4668.34,0.92
2023-07-12,2023,7,Paid Search,Google Ads,GG_Search_NonBrand_Generic,33938,1995,0.058784,4206.7,2.1086,97,0.048622,8238.12,1.96
2023-07-12,2023,7,Paid Search,Google Ads,GG_PerformanceMax_Products,31164,1510,0.048453,2817.34,1.8658,61,0.040397,6274.77,2.23
2023-07-12,2023,7,Paid Search,Bing Ads,BG_Search_Brand,31225,1266,0.040544,2303.83,1.8198,44,0.034755,4932.17,2.14
2023-07-12,2023,7,Paid Search,Bing Ads,BG_Search_Competitors,41465,1899,0.045798,5807.24,3.0581,64,0.033702,6701.71,1.15
2023-07-12,2023,7,Paid Social,Facebook Ads,FB_Prospecting_Lookalike,19361,221,0.011415,218.45,0.9885,5,0.022624,518.54,2.37
2023-07-12,2023,7,Paid Social,Facebook Ads,FB_Retargeting_DPA,30256,450,0.014873,511.03,1.1356,17,0.037778,1687.94,3.3
2023-07-12,2023,7,Paid Social,Facebook Ads,IG_Stories_Engagement,33526,430,0.012826,495.33,1.1519,13,0.030233,1090.95,2.2
2023-07-12,2023,7,Paid Social,LinkedIn Ads,LI_B2B_DecisionMakers,47496,507,0.010675,540.68,1.0664,9,0.017751,561.46,1.04
2023-07-12,2023,7,Paid Social,LinkedIn Ads,LI_LeadGen_Whitepaper,43407,642,0.01479,638.48,0.9945,19,0.029595,1588.54,2.49
2023-07-12,2023,7,Organic,Google Search Console,SEO_Organic_Blog,33574,674,0.020075,0.0,0.0,12,0.017804,1206.24,
2023-07-12,2023,7,Organic,Google Search Console,SEO_Organic_ProductPages,49861,1064,0.021339,0.0,0.0,13,0.012218,834.31,
2023-07-12,2023,7,Organic,Organic Social Platform,SM_LinkedIn_Organic,61897,2249,0.036335,0.0,0.0,39,0.017341,3404.52,
2023-07-12,2023,7,Organic,Organic Social Platform,SM_Instagram_Organic,27639,263,0.009516,0.0,0.0,5,0.019011,336.96,
2023-07-13,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Prospecting_Q1,66096,88,0.001331,23.52,0.2673,1,0.011364,66.27,2.82
2023-07-13,2023,7,Programmatic,Amazon Ad Server,AMZ_DSP_Retargeting_AlwaysOn,30976,54,0.001743,27.52,0.5096,1,0.018519,111.67,4.06
